<ID|readonly|noverify>;<English>▃USA▀GER▂USSR▄UK▅JP☀ROC␗PRC▄IT▄FRISR⚜FR◊GDR◄FRG◐HUN◔HUN◗NLD◘NLD
uk_crusader_mk_2_the_saint_shop;Crusader "The Saint"
uk_crusader_mk_2_the_saint_0;Tank, Cruiser, Mk VIA, Crusader II (A15)
uk_crusader_mk_2_the_saint_1;Crusader "The Saint"
uk_crusader_mk_2_the_saint_2;Crusader "The Saint"
uk_crusader_mk_2_shop;Crusader II
uk_crusader_mk_2_0;Tank, Cruiser, Mk VIA, Crusader II (A15)
uk_crusader_mk_2_1;Crusader II
uk_crusader_mk_2_2;Crusader II
uk_crusader_mk_3_shop;Crusader III
uk_crusader_mk_3_0;Tank, Cruiser, Crusader III (A15)
uk_crusader_mk_3_1;Crusader III
uk_crusader_mk_3_2;Crusader III
uk_sp_17_pdr_valentine_shop;Archer
uk_sp_17_pdr_valentine_0;Self Propelled 17pdr, Valentine, Mk I, Archer
uk_sp_17_pdr_valentine_1;Archer
uk_sp_17_pdr_valentine_2;Archer
uk_t17e2_race_shop;RT-1
uk_t17e2_race_0;RT-1
uk_t17e2_race_1;RT-1
uk_t17e2_race_2;RT-1
uk_t17e2_shop;Staghound AA
uk_t17e2_0;Armoured Car, Staghound AA (T17E2)
uk_t17e2_1;Staghound AA
uk_t17e2_2;Staghound AA
uk_vickers_mk7_shop;Vickers Mk.7
uk_vickers_mk7_0;Vickers Mk.7
uk_vickers_mk7_1;Vickers Mk.7
uk_vickers_mk7_2;Vickers Mk.7
uk_vickers_mbt_mk_1_shop;Vickers Mk.1
uk_vickers_mbt_mk_1_0;Vickers Battle Tank Mk.1
uk_vickers_mbt_mk_1_1;Vickers Mk.1
uk_vickers_mbt_mk_1_2;Vickers Mk.1
uk_valentine_mk_1_shop;Valentine I
uk_valentine_mk_1_0;Tank, Infantry, Mk III, Valentine I
uk_valentine_mk_1_1;Valentine I
uk_valentine_mk_1_2;Valentine I
uk_valentine_mk_9_shop;Valentine IX
uk_valentine_mk_9_0;Tank, Infantry, Valentine IX
uk_valentine_mk_9_1;Valentine IX
uk_valentine_mk_9_2;Valentine IX
uk_valentine_mk_11_shop;Valentine XI
uk_valentine_mk_11_0;Tank, Infantry, Valentine XI
uk_valentine_mk_11_1;Valentine XI
uk_valentine_mk_11_2;Valentine XI
uk_a_13_mk2_1939_shop;A13 Mk II 1939
uk_a_13_mk2_1939_0;Tank, Cruiser, Mk IV (A13 Mk II) 1939
uk_a_13_mk2_1939_1;A13 Mk II
uk_a_13_mk2_1939_2;A13 Mk II
uk_sherman_ic_firefly_shop;Sherman IC "Trzyniec"
uk_sherman_ic_firefly_0;Sherman IC "Trzyniec" of 2nd (Warsaw) Armoured Division
uk_sherman_ic_firefly_1;Sherman IC "Trzyniec"
uk_sherman_ic_firefly_2;Sherman IC "Trzyniec"
uk_m3a1_stuart_shop;Stuart III
uk_m3a1_stuart_0;Stuart III
uk_m3a1_stuart_1;Stuart III
uk_m3a1_stuart_2;Stuart III
uk_m3_stuart_shop;Stuart I
uk_m3_stuart_0;Stuart I
uk_m3_stuart_1;Stuart I
uk_m3_stuart_2;Stuart I
uk_sherman_II_shop;Sherman II
uk_sherman_II_0;Sherman II
uk_sherman_II_1;Sherman II
uk_sherman_II_2;Medium tank
uk_17_pdr_m10_achilles_norfolk_yeomanry_shop;Achilles (65 Rg.)
uk_17_pdr_m10_achilles_norfolk_yeomanry_0;17pdr. M10 (65th Anti-Tank Regt)
uk_17_pdr_m10_achilles_norfolk_yeomanry_1;Achilles (65 Rg.)
uk_17_pdr_m10_achilles_norfolk_yeomanry_2;Achilles (65 Rg.)
uk_17_pdr_m10_achilles_shop;Achilles
uk_17_pdr_m10_achilles_0;17 pounder Self-Propelled M10
uk_17_pdr_m10_achilles_1;Achilles
uk_17_pdr_m10_achilles_2;Achilles
uk_a_13_mk2_shop;A13 Mk II
uk_a_13_mk2_0;Tank, Cruiser, Mk IV (A13 Mk II)
uk_a_13_mk2_1;A13 Mk II
uk_a_13_mk2_2;A13 Mk II
uk_a_13_mk1_3rd_rtr_shop;A13 Mk I (3rd R.T.R.)
uk_a_13_mk1_3rd_rtr_0;Tank, Cruiser, Mk III (A13) (3rd Royal Tank Regiment)
uk_a_13_mk1_3rd_rtr_1;A13 Mk I (3rd R.T.R.)
uk_a_13_mk1_3rd_rtr_2;A13 Mk I (3rd R.T.R.)
uk_a_13_mk1_shop;A13 Mk I
uk_a_13_mk1_0;Tank, Cruiser, Mk III (A13)
uk_a_13_mk1_1;A13 Mk I
uk_a_13_mk1_2;A13 Mk I
uk_a27m_cromwell_1_shop;Cromwell I
uk_a27m_cromwell_1_0;Tank, Cruiser, Mk VIII, Cromwell I (A27M)
uk_a27m_cromwell_1_1;Cromwell I
uk_a27m_cromwell_1_2;Cromwell I
uk_sherman_vc_firefly_shop;Sherman Firefly
uk_sherman_vc_firefly_0;Sherman VC Firefly
uk_sherman_vc_firefly_1;Sherman VC
uk_sherman_vc_firefly_2;Sherman VC
uk_a_34_comet_iron_duke_shop;Comet I "Iron Duke IV"
uk_a_34_comet_iron_duke_0;Tank, Cruiser, Comet I (A34) "Iron Duke IV"
uk_a_34_comet_iron_duke_1;Comet I "Iron Duke IV"
uk_a_34_comet_iron_duke_2;Comet I "Iron Duke IV"
uk_a_34_comet_shop;Comet I
uk_a_34_comet_0;Tank, Cruiser, Comet I (A34)
uk_a_34_comet_1;Comet I
uk_a_34_comet_2;Comet I
uk_centurion_mk_3_ss11_shop;▄Strv 81 (RB 52)
uk_centurion_mk_3_ss11_0;▄Strv 81 (RB 52)
uk_centurion_mk_3_ss11_1;▄Strv 81 (RB 52)
uk_centurion_mk_3_ss11_2;▄Strv 81 (RB 52)
uk_centurion_mk_3_shop;Centurion Mk 3
uk_centurion_mk_3_0;Centurion Mk 3
uk_centurion_mk_3_1;Centurion Mk 3
uk_centurion_mk_3_2;Centurion Mk 3
uk_chieftain_mk_3_shop;Chieftain Mk 3
uk_chieftain_mk_3_0;Chieftain Mk 3
uk_chieftain_mk_3_1;Chieftain Mk 3
uk_chieftain_mk_3_2;Chieftain Mk 3
uk_chieftain_mk_5_shop;Chieftain Mk 5
uk_chieftain_mk_5_0;Chieftain Mk 5
uk_chieftain_mk_5_1;Chieftain Mk 5
uk_chieftain_mk_5_2;Chieftain Mk 5
uk_chieftain_mk_10_shop;Chieftain Mk 10
uk_chieftain_mk_10_0;Chieftain Mk 10
uk_chieftain_mk_10_1;Chieftain Mk 10
uk_chieftain_mk_10_2;Chieftain Mk 10
uk_fv4202_shop;FV4202
uk_fv4202_0;FV4202
uk_fv4202_1;FV4202
uk_fv4202_2;FV4202
uk_challenger_2_dorchester_shop;Challenger 2 (2F)
uk_challenger_2_dorchester_0;Tank, Combat, 120-mm Gun, Challenger 2 (Dorchester Level 2F)
uk_challenger_2_dorchester_1;Challenger 2 (2F)
uk_challenger_2_dorchester_2;Challenger 2 (2F)
uk_challenger_1_shop;Challenger Mk.2
uk_challenger_1_0;Tank, Combat, 120-mm Gun, Challenger Mk.2
uk_challenger_1_1;Challenger Mk.2
uk_challenger_1_2;Challenger Mk.2
ussr_t_64_b_1984_shop;T-64B
ussr_t_64_b_1984_0;T-64B
ussr_t_64_b_1984_1;T-64B
ussr_t_64_b_1984_2;T-64B
us_magach_3_shop;▃Magach 3 (ERA)
us_magach_3_0;▃Magach 3 (ERA)
us_magach_3_1;▃Magach 3 (ERA)
us_magach_3_2;▃Magach 3 (ERA)
us_m1_abrams_shop;M1 Abrams
us_m1_abrams_0;Tank, Combat, Full Tracked, 105-mm Gun M1
us_m1_abrams_1;M1 Abrams
us_m1_abrams_2;M1 Abrams
germ_leopard_2pl_shop;Leopard 2 PL
germ_leopard_2pl_0;Leopard 2 PL
germ_leopard_2pl_1;Leopard 2 PL
germ_leopard_2pl_2;Leopard 2 PL
germ_leopard_2k_shop;Leopard 2K
germ_leopard_2k_0;Leopard 2K
germ_leopard_2k_1;Leopard 2K
germ_leopard_2k_2;Leopard 2K
germ_infanterie_kampfpanzer_churchill_shop;▀Pz.Kpfw. Churchill
germ_infanterie_kampfpanzer_churchill_0;▀Infanterie-Pz.Kpfw. Mk IV (e) Churchill
germ_infanterie_kampfpanzer_churchill_1;▀Kpfpz. Churchill
germ_infanterie_kampfpanzer_churchill_2;▀Kpfpz. Churchill
uk_a_22b_mk_3_churchill_1942_shop;Churchill III
uk_a_22b_mk_3_churchill_1942_0;Tank, Infantry, Mk IV, Churchill III (A22)
uk_a_22b_mk_3_churchill_1942_1;Churchill III
uk_a_22b_mk_3_churchill_1942_2;Churchill III
uk_a_22_mk_1_churchill_1941_shop;Churchill I
uk_a_22_mk_1_churchill_1941_0;Tank, Infantry, Mk IV, Churchill I (A22)
uk_a_22_mk_1_churchill_1941_1;Churchill I
uk_a_22_mk_1_churchill_1941_2;Churchill I
uk_fv221_caernarvon_shop;Caernarvon
uk_fv221_caernarvon_0;FV 221 Caernarvon
uk_fv221_caernarvon_1;Caernarvon
uk_fv221_caernarvon_2;Caernarvon
uk_conqueror_mk_2_shop;Conqueror
uk_conqueror_mk_2_0;Tank Heavy Gun Conqueror Mk 2
uk_conqueror_mk_2_1;Conqueror
uk_conqueror_mk_2_2;Conqueror
uk_a17_mk_1_tetrarch_shop;Tetrarch I
uk_a17_mk_1_tetrarch_0;Tank, Light Mk VII, Tetrarch I (A17)
uk_a17_mk_1_tetrarch_1;Tetrarch I
uk_a17_mk_1_tetrarch_2;Tetrarch I
uk_a17_mk_1_tetrarch_race_shop;Tetrarch I
uk_a17_mk_1_tetrarch_race_0;Tank, Light Mk VII, Tetrarch I (A17)
uk_a17_mk_1_tetrarch_race_1;Tetrarch I
uk_a17_mk_1_tetrarch_race_2;Tetrarch I
uk_a1e1_independent_shop;Independent
uk_a1e1_independent_0;Independent (A1E1)
uk_a1e1_independent_1;Independent
uk_a1e1_independent_2;Independent
uk_ac1_sentinel_shop;A.C.I
uk_ac1_sentinel_0;Cruiser tank A.C. Mark I
uk_ac1_sentinel_1;A.C.I
uk_ac1_sentinel_2;A.C.I
uk_ac4_thunderbolt_shop;A.C.IV
uk_ac4_thunderbolt_0;Cruiser tank A.C. Mark IV
uk_ac4_thunderbolt_1;A.C.IV
uk_ac4_thunderbolt_2;A.C.IV
uk_armored_car_aec_mk_2_shop;AEC Mk II
uk_armored_car_aec_mk_2_0;Armoured Car, AEC Mk II
uk_armored_car_aec_mk_2_1;AEC Mk II
uk_armored_car_aec_mk_2_2;AEC Mk II
uk_falcon_shop;Falcon
uk_falcon_0;Falcon
uk_falcon_1;Falcon
uk_falcon_2;Falcon
ussr_asu_57_shop;ASU-57
ussr_asu_57_0;ASU-57
ussr_asu_57_1;ASU-57
ussr_asu_57_2;ASU-57
ussr_asu_85_shop;ASU-85
ussr_asu_85_0;ASU-85
ussr_asu_85_1;ASU-85
ussr_asu_85_2;ASU-85
germ_pzkpfw_V_ersatz_m10_shop;Ersatz M10
germ_pzkpfw_V_ersatz_m10_0;Ersatz M10 Panther
germ_pzkpfw_V_ersatz_m10_1;Ersatz M10
germ_pzkpfw_V_ersatz_m10_2;Ersatz M10
germ_pzsflk40_sturer_emil_shop;Sturer Emil
germ_pzsflk40_sturer_emil_0;Pz.Sfl. für 12,8 cm K40 "Sturer Emil"
germ_pzsflk40_sturer_emil_1;Sturer Emil
germ_pzsflk40_sturer_emil_2;Sturer Emil
fr_m4a3_105_sherman_shop;▄M4A3 (105)
fr_m4a3_105_sherman_0;▄Medium Tank M4A3 (105) HVSS Sherman
fr_m4a3_105_sherman_1;▄M4A3 (105)
fr_m4a3_105_sherman_2;▄M4A3 (105)
fr_m3a3_stuart_shop;▄M3A3 Stuart
fr_m3a3_stuart_0;▄Light Tank M3A3 Stuart
fr_m3a3_stuart_1;▄M3A3
fr_m3a3_stuart_2;▄M3A3
fr_m4a4_sherman_shop;▄M4A4
fr_m4a4_sherman_0;▄M4A4 Sherman
fr_m4a4_sherman_1;▄M4A4
fr_m4a4_sherman_2;▄M4A4
fr_m4a1_sherman_shop;▄M4A1
fr_m4a1_sherman_0;▄M4A1 Sherman
fr_m4a1_sherman_1;▄M4A1
fr_m4a1_sherman_2;▄M4A1
fr_crusader_mk_2_shop;▄Crusader Mk.II
fr_crusader_mk_2_0;▄Crusader Mk.II
fr_crusader_mk_2_1;▄Crusader Mk.II
fr_crusader_mk_2_2;▄Crusader Mk.II
fr_m4a1_sherman_fl_10_shop;M4A1 (FL10)
fr_m4a1_sherman_fl_10_0;Sherman M4A1 tourelle FL10
fr_m4a1_sherman_fl_10_1;M4A1 (FL10)
fr_m4a1_sherman_fl_10_2;M4A1 (FL10)
fr_fcm_36_shop;FCM.36
fr_fcm_36_0;Char léger d'accompagnement FCM.36
fr_fcm_36_1;FCM.36
fr_fcm_36_2;FCM.36
fr_lvt_bofors_shop;LVT-4/40
fr_lvt_bofors_0;LVT-4 Bofors
fr_lvt_bofors_1;LVT-4/40
fr_lvt_bofors_2;LVT-4/40
fr_panhard_ebr_1951_shop;E.B.R. (1951)
fr_panhard_ebr_1951_0;Panhard E.B.R (1951)
fr_panhard_ebr_1951_1;E.B.R. (1951)
fr_panhard_ebr_1951_2;E.B.R. (1951)
fr_panhard_ebr_1963_shop;E.B.R. (1963)
fr_panhard_ebr_1963_0;Panhard E.B.R (1963)
fr_panhard_ebr_1963_1;E.B.R. (1963)
fr_panhard_ebr_1963_2;E.B.R. (1963)
fr_panhard_ebr_1954_shop;E.B.R. (1954)
fr_panhard_ebr_1954_0;Panhard E.B.R (1954)
fr_panhard_ebr_1954_1;E.B.R. (1954)
fr_panhard_ebr_1954_2;E.B.R. (1954)
fr_amx_10rc_shop;AMX-10RC
fr_amx_10rc_0;AMX-10RC
fr_amx_10rc_1;AMX-10RC
fr_amx_10rc_2;AMX-10RC
fr_mars_15_shop;MARS 15
fr_mars_15_0;MARS 15
fr_mars_15_1;MARS 15
fr_mars_15_2;MARS 15
fr_sk105_a2_shop;SK-105A2
fr_sk105_a2_0;SK-105A2
fr_sk105_a2_1;SK-105A2
fr_sk105_a2_2;SK-105A2
fr_amx_30_ACRA_shop;AMX-30 ACRA
fr_amx_30_ACRA_0;AMX-30 ACRA
fr_amx_30_ACRA_1;AMX-30 ACRA
fr_amx_30_ACRA_2;AMX-30 ACRA
fr_amx_30_super_shop;AMX-30 Super
fr_amx_30_super_0;AMX-30 Super
fr_amx_30_super_1;AMX-30 Super
fr_amx_30_super_2;AMX-30 Super
germ_flarakrad_shop;FlaRakRad
germ_flarakrad_0;Flugabwehrraketensystem Roland auf Radkraftfahrzeug
germ_flarakrad_1;FlaRakRad
germ_flarakrad_2;FlaRakRad
germ_flarakpz_1_shop;FlaRakPz 1
germ_flarakpz_1_0;FlaRakPz 1 Roland 2
germ_flarakpz_1_1;FlaRakPz 1
germ_flarakpz_1_2;FlaRakPz 1
fr_crotale_ng_shop;▄ItO 90M
fr_crotale_ng_0;▄Ilmatorjuntaohjus 90M
fr_crotale_ng_1;▄ItO 90M
fr_crotale_ng_2;▄ItO 90M
fr_amx_30_roland_shop;Roland 1
fr_amx_30_roland_0;AMX-30 Roland 1
fr_amx_30_roland_1;Roland 1
fr_amx_30_roland_2;Roland 1
fr_leclerc_sxxi_shop;Leclerc SXXI
fr_leclerc_sxxi_0;Leclerc SXXI
fr_leclerc_sxxi_1;Leclerc SXXI
fr_leclerc_sxxi_2;Leclerc SXXI
fr_leclerc_s2_shop;Leclerc S2
fr_leclerc_s2_0;Leclerc Serie 2
fr_leclerc_s2_1;Leclerc S2
fr_leclerc_s2_2;Leclerc S2
fr_leclerc_s1_shop;Leclerc
fr_leclerc_s1_0;Leclerc Serie 1
fr_leclerc_s1_1;Leclerc
fr_leclerc_s1_2;Leclerc
fr_amx_30_shop;AMX-30
fr_amx_30_0;AMX-30
fr_amx_30_1;AMX-30
fr_amx_30_2;AMX-30
fr_amx_30_1972_shop;AMX-30 (1972)
fr_amx_30_1972_0;AMX-30 (1972)
fr_amx_30_1972_1;AMX-30 (1972)
fr_amx_30_1972_2;AMX-30 (1972)
fr_amx_30_dca_shop;AMX-30 DCA
fr_amx_30_dca_0;AMX-30 DCA
fr_amx_30_dca_1;AMX-30 DCA
fr_amx_30_dca_2;AMX-30 DCA
fr_amx_13_dca_40_shop;AMX-13 DCA 40
fr_amx_13_dca_40_0;AMX-13 DCA 40
fr_amx_13_dca_40_1;AMX-13 DCA 40
fr_amx_13_dca_40_2;AMX-13 DCA 40
fr_amx_30_b2_shop;AMX-30B2
fr_amx_30_b2_0;AMX-30B2
fr_amx_30_b2_1;AMX-30B2
fr_amx_30_b2_2;AMX-30B2
fr_amx_30_b2_brenus_shop;AMX-30B2 BRENUS
fr_amx_30_b2_brenus_0;AMX-30B2 BRENUS
fr_amx_30_b2_brenus_1;AMX-30B2 BRENUS
fr_amx_30_b2_brenus_2;AMX-30B2 BRENUS
fr_amx_50_1950_shop;AMX-50 (TO90/930)
fr_amx_50_1950_0;AMX Char Moyen de 50 tonnes (TO90/930)
fr_amx_50_1950_1;AMX-50 (TO90/930)
fr_amx_50_1950_2;AMX-50 (TO90/930)
fr_somua_sm_shop;Somua SM
fr_somua_sm_0;Somua SM
fr_somua_sm_1;Somua SM
fr_somua_sm_2;Somua SM
fr_amx_50_shop;AMX-50 (TOA100)
fr_amx_50_0;AMX-50 (TOA100)
fr_amx_50_1;AMX-50 (TOA100)
fr_amx_50_2;AMX-50 (TOA100)
fr_amx_m4_shop;AMX M4
fr_amx_m4_0;AMX M4
fr_amx_m4_1;AMX M4
fr_amx_m4_2;AMX M4
fr_amx_50_surblinde_shop;AMX-50 Surblindé
fr_amx_50_surblinde_0;AMX-50 Surblindé
fr_amx_50_surblinde_1;AMX-50 Surblindé
fr_amx_50_surblinde_2;AMX-50 Surblindé
fr_amx_50_surbaisse_shop;AMX-50 Surbaissé
fr_amx_50_surbaisse_0;AMX-50 Surbaissé
fr_amx_50_surbaisse_1;AMX-50 Surbaissé
fr_amx_50_surbaisse_2;AMX-50 Surbaissé
fr_amx_50_foch_shop;AMX-50 Foch
fr_amx_50_foch_0;Canon automoteur AMX-50 Foch
fr_amx_50_foch_1;AMX-50 Foch
fr_amx_50_foch_2;AMX-50 Foch
fr_pzkpfw_V_panther_dauphine_shop;Panther "Dauphiné"
fr_pzkpfw_V_panther_dauphine_0;Panther "Dauphiné"
fr_pzkpfw_V_panther_dauphine_1;Panther "Dauphiné"
fr_pzkpfw_V_panther_dauphine_2;Panther "Dauphiné"
fr_lorraine_155_shop;Lorraine 155 Mle.50
fr_lorraine_155_0;Lorraine automoteur de 155 mm modèle 1950
fr_lorraine_155_1;Lorraine 155 Mle.50
fr_lorraine_155_2;Lorraine 155 Mle.50
fr_lorraine_100_shop;CA Lorraine
fr_lorraine_100_0;Canon d'assaut Lorraine de 100 mm
fr_lorraine_100_1;CA Lorraine
fr_lorraine_100_2;CA Lorraine
fr_lorraine_40t_shop;Lorraine 40t
fr_lorraine_40t_0;Char de bataille de 40 tonnes
fr_lorraine_40t_1;Lorraine 40t
fr_lorraine_40t_2;Lorraine 40t
fr_citroen_kegresse_p4t_shop;P.7.T AA
fr_citroen_kegresse_p4t_0;Citroen Kegresse P.7.T
fr_citroen_kegresse_p4t_1;P.7.T AA
fr_citroen_kegresse_p4t_2;P.7.T AA
fr_cckw_353_bofors_shop;CCKW 353 AA
fr_cckw_353_bofors_0;GMC CCKW 353 (40 mm Bofors)
fr_cckw_353_bofors_1;CCKW 353 AA
fr_cckw_353_bofors_2;CCKW 353 AA
fr_somua_s35_shop;S.35
fr_somua_s35_0;Char de cavalerie SOMUA 1935 S
fr_somua_s35_1;S.35
fr_somua_s35_2;S.35
fr_hotchkiss_h35_shop;H.35
fr_hotchkiss_h35_0;Char léger modèle 1935 H
fr_hotchkiss_h35_1;H.35
fr_hotchkiss_h35_2;H.35
fr_hotchkiss_h39_cambronne_shop;H.39 "Cambronne"
fr_hotchkiss_h39_cambronne_0;H.39 "Cambronne" 14eBCC
fr_hotchkiss_h39_cambronne_1;H.39 "Cambronne"
fr_hotchkiss_h39_cambronne_2;H.39 "Cambronne"
fr_hotchkiss_h39_shop;H.39
fr_hotchkiss_h39_0;Char léger modèle 1935 H modifié 39
fr_hotchkiss_h39_1;H.39
fr_hotchkiss_h39_2;H.39
fr_somua_sau40_shop;SAu 40
fr_somua_sau40_0;Canon Automoteur DE 75 mm SAu 40
fr_somua_sau40_1;SAu 40
fr_somua_sau40_2;SAu 40
fr_m10_shop;▄M10 GMC
fr_m10_0;▄3-inch Gun Motor Carriage M10
fr_m10_1;▄M10
fr_m10_2;▄M10
fr_m4a3e2_sherman_jumbo_shop;▄M4A3E2
fr_m4a3e2_sherman_jumbo_0;▄Assault Tank M4A3E2 Jumbo
fr_m4a3e2_sherman_jumbo_1;▄M4A3E2
fr_m4a3e2_sherman_jumbo_2;▄M4A3E2
fr_amd_35_shop;AMD.35
fr_amd_35_0;AMD.35
fr_amd_35_1;AMD.35
fr_amd_35_2;AMD.35
fr_amc_34_shop;AMC.34 YR
fr_amc_34_0;Automitrailleuse de Combat AMC.34 YR
fr_amc_34_1;AMC.34 YR
fr_amc_34_2;AMC.34 YR
fr_arl_44_acl1_shop;ARL-44 (ACL-1)
fr_arl_44_acl1_0;ARL-44 (ACL-1)
fr_arl_44_acl1_1;ARL-44 (ACL-1)
fr_arl_44_acl1_2;ARL-44 (ACL-1)
fr_arl_44_shop;ARL-44
fr_arl_44_0;ARL-44
fr_arl_44_1;ARL-44
fr_arl_44_2;ARL-44
fr_lorraine_37l_shop;Lorraine 37L
fr_lorraine_37l_0;Lorraine 37L
fr_lorraine_37l_1;Lorraine 37L
fr_lorraine_37l_2;Lorraine 37L
fr_amr_35_zt3_shop;AMR.35 ZT3
fr_amr_35_zt3_0;Automitrailleuse de Reconnaissance AMR 35 ZT3
fr_amr_35_zt3_1;AMR.35 ZT3
fr_amr_35_zt3_2;AMR.35 ZT3
fr_renault_r39_shop;R.35 (SA38)
fr_renault_r39_0;Char léger d'accompagnement 1935 R (SA38)
fr_renault_r39_1;R.35 (SA38)
fr_renault_r39_2;R.35 (SA38)
fr_renault_d2_shop;D2
fr_renault_d2_0;Char D2
fr_renault_d2_1;D2
fr_renault_d2_2;D2
fr_m4a4_cn_75_50_shop;M4A4 (SA50)
fr_m4a4_cn_75_50_0;M4A4 (SA50)
fr_m4a4_cn_75_50_1;M4A4 (SA50)
fr_m4a4_cn_75_50_2;M4A4 (SA50)
fr_amx_13_chaffee_shop;AMX-13-M24
fr_amx_13_chaffee_0;AMX-13-M24
fr_amx_13_chaffee_1;AMX-13-M24
fr_amx_13_chaffee_2;AMX-13-M24
fr_amx_13_fl_11_shop;AMX-13 (FL11)
fr_amx_13_fl_11_0;AMX-13 (FL11)
fr_amx_13_fl_11_1;AMX-13 (FL11)
fr_amx_13_fl_11_2;AMX-13 (FL11)
fr_amx_13_90_shop;AMX-13-90
fr_amx_13_90_0;AMX-13-90
fr_amx_13_90_1;AMX-13-90
fr_amx_13_90_2;AMX-13-90
fr_amx_13_75_shop;AMX-13
fr_amx_13_75_0;AMX-13
fr_amx_13_75_1;AMX-13
fr_amx_13_75_2;AMX-13
fr_amx_13_75_ss11_shop;AMX-13 (SS.11)
fr_amx_13_75_ss11_0;AMX-13 (SS.11)
fr_amx_13_75_ss11_1;AMX-13 (SS.11)
fr_amx_13_75_ss11_2;AMX-13 (SS.11)
fr_amx_13_hot_shop;AMX-13 (HOT)
fr_amx_13_hot_0;AMX-13 (HOT)
fr_amx_13_hot_1;AMX-13 (HOT)
fr_amx_13_hot_2;AMX-13 (HOT)
fr_amc_35_shop;AMC.35 (ACG.1)
fr_amc_35_0;Char de Combat Renault AMC.35 (ACG.1)
fr_amc_35_1;AMC.35 (ACG.1)
fr_amc_35_2;AMC.35 (ACG.1)
fr_b1_ter_shop;B1 ter
fr_b1_ter_0;Char de bataille B1 ter
fr_b1_ter_1;B1 ter
fr_b1_ter_2;B1 ter
fr_b1_bis_shop;B1 bis
fr_b1_bis_0;Char de bataille B1 bis
fr_b1_bis_1;B1 bis
fr_b1_bis_2;B1 bis
wheeled_vehicles/germ_horch_0;Vehicle
wheeled_vehicles/germ_horch_1;Vehicle
wheeled_vehicles/germ_horch_2;Vehicle
wheeled_vehicles/germ_kubelwagen_0;Vehicle
wheeled_vehicles/germ_kubelwagen_1;Vehicle
wheeled_vehicles/germ_kubelwagen_2;Vehicle
wheeled_vehicles/germ_motobike_0;Vehicle
wheeled_vehicles/germ_motobike_1;Vehicle
wheeled_vehicles/germ_motobike_2;Vehicle
wheeled_vehicles/ussr_motobike_0;Vehicle
wheeled_vehicles/ussr_motobike_1;Vehicle
wheeled_vehicles/ussr_motobike_2;Vehicle
germ_opelBlitz_radio_0;Mobile radiostation
germ_opelBlitz_radio_1;Mobile radiostation
germ_opelBlitz_radio_2;Mobile radiostation
wheeled_vehicles/germ_opelBlitz_fuel_0;Vehicle
wheeled_vehicles/germ_opelBlitz_fuel_1;Vehicle
wheeled_vehicles/germ_opelBlitz_fuel_2;Vehicle
wheeled_vehicles/germ_opelBlitz_fuel_tutorial_0;Vehicle
wheeled_vehicles/germ_opelBlitz_fuel_tutorial_1;Vehicle
wheeled_vehicles/germ_opelBlitz_fuel_tutorial_2;Vehicle
wheeled_vehicles/germ_opelBlitz_med;Vehicle
wheeled_vehicles/germ_opelBlitz_radio_0;Vehicle
wheeled_vehicles/germ_opelBlitz_radio_1;Vehicle
wheeled_vehicles/germ_opelBlitz_radio_2;Vehicle
wheeled_vehicles/germ_opelBlitz_tent_0;Vehicle
wheeled_vehicles/germ_opelBlitz_tent_1;Vehicle
wheeled_vehicles/germ_opelBlitz_tent_2;Vehicle
wheeled_vehicles/germ_sdKfz_222_light_0;Light AC
wheeled_vehicles/germ_sdKfz_222_light_1;Light AC
wheeled_vehicles/germ_sdKfz_222_light_2;Light AC
wheeled_vehicles/germ_sdKfz_222_0;Armored Car
wheeled_vehicles/germ_sdKfz_222_1;Armored Car
wheeled_vehicles/germ_sdKfz_222_2;Armored Car
wheeled_vehicles/germ_sdKfz_232_0;Armored Car
wheeled_vehicles/germ_sdKfz_232_1;Armored Car
wheeled_vehicles/germ_sdKfz_232_2;Armored Car
wheeled_vehicles/germ_sdKfz_251_0;Armored Car
wheeled_vehicles/germ_sdKfz_251_1;Armored Car
wheeled_vehicles/germ_sdKfz_251_2;Armored Car
wheeled_vehicles/germ_sdKfz_7_0;Vehicle
wheeled_vehicles/germ_sdKfz_7_1;Vehicle
wheeled_vehicles/germ_sdKfz_7_2;Vehicle
wheeled_vehicles/jpn_halftrack_ho_ha_0;Vehicle
wheeled_vehicles/jpn_halftrack_ho_ha_1;Vehicle
wheeled_vehicles/jpn_halftrack_ho_ha_2;Vehicle
wheeled_vehicles/jpn_scout_car_kurogane_0;Vehicle
wheeled_vehicles/jpn_scout_car_kurogane_1;Vehicle
wheeled_vehicles/jpn_scout_car_kurogane_2;Vehicle
wheeled_vehicles/jpn_truck_0;Vehicle
wheeled_vehicles/jpn_truck_1;Vehicle
wheeled_vehicles/jpn_truck_2;Vehicle
wheeled_vehicles/uk_daimler_mk1_0;Armored Car
wheeled_vehicles/uk_daimler_mk1_1;Armored Car
wheeled_vehicles/uk_daimler_mk1_2;Armored Car
wheeled_vehicles/uk_ford_fat2_0;Vehicle
wheeled_vehicles/uk_ford_fat2_1;Vehicle
wheeled_vehicles/uk_ford_fat2_2;Vehicle
wheeled_vehicles/uk_t17e1_0;Vehicle
wheeled_vehicles/uk_t17e1_1;Vehicle
wheeled_vehicles/uk_t17e1_2;Vehicle
wheeled_vehicles/uk_universal_carrier_mkI_0;Vehicle
